47.615050,39.095680,1
33.620491,38.148171,1
41.409976,43.735565,2
31.404842,41.917393,3
46.026592,33.603981,3
46.747399,38.318657,3
42.314691,38.360385,3
39.439172,39.208866,4
47.850749,36.004547,4
39.836568,35.649182,4
26.349041,44.586398,4
34.775293,27.557900,4
35.590526,27.764581,4
26.571345,56.158350,4
24.907067,44.898160,4
53.404081,25.024144,4
51.084693,43.107200,4
33.787707,38.400700,4
15.421256,38.871250,4
28.090173,23.252821,4
26.512096,30.821096,4
36.272491,25.942910,4
54.998317,52.697203,4
47.861866,54.737686,4
50.204821,19.911059,4
32.574650,25.108709,5
37.928940,41.720291,5
44.080411,28.173976,5
23.118465,34.210409,5
20.525182,40.086943,5
52.885586,37.506885,5
56.313759,53.926782,5
51.154151,55.417840,5
24.170572,71.240215,5
29.411848,58.383803,5
44.765858,53.505853,5
29.583260,49.136342,5
20.814364,38.114807,5
-0.013052,44.547636,5
48.600593,22.874793,5
14.418438,54.868358,5
9.775971,43.280231,5
35.319014,27.383779,5
45.649557,26.122179,5
6.295672,51.873437,5
35.034531,37.911359,5
62.115187,26.790686,5
55.612859,32.639770,5
60.931451,27.422472,5
22.277268,24.950080,5
13.953223,18.311649,5
25.729296,47.848305,5
23.641472,32.179888,5
35.821797,38.448538,5
32.477957,50.355231,5
27.776816,44.112781,5
-5.136389,12.351859,5
49.268978,17.168419,5
16.382327,38.498758,5
22.757335,38.931771,5
31.253531,48.419401,5
37.001017,58.563815,5
33.114662,56.285772,5
51.918381,12.232697,5
43.657948,25.497286,5
-3.569991,28.878935,5
18.256345,18.461317,5
36.064063,33.115501,5
47.540196,33.529505,5
9.370597,41.138537,5
63.778327,40.015946,5
69.470552,57.773495,5
31.751642,35.021210,5
56.202348,56.662309,5
59.745146,37.401492,5
39.558912,77.407290,5
8.545456,33.318106,5
46.924086,48.032614,5
39.692183,40.191877,5
12.231060,30.720095,5
38.145334,12.571834,5
24.424300,36.411744,5
57.632087,26.952268,5
15.187182,36.787354,5
11.265241,50.897485,5
43.743302,87.434973,5
53.809738,42.327851,5
